	topic_id	token_id	token	weight
0	0	194811	partierna	0.021867538016840517
1	0	285671	val	0.01750031418876461
2	0	217144	riksdagen	0.01750031418876461
3	0	71511	folkomröstning	0.013824305642830213
4	0	201375	politiska	0.011939173055171547
5	0	194805	partier	0.011829206987558126
6	0	131541	kommunala	0.010650999120271459
7	0	123430	kammaren	0.010195425411587281
8	0	71125	folket	0.009205730803066482
9	0	286557	väljarna	0.008027522935779817
10	0	155955	majoritet	0.008011813497549328
11	0	194600	parti	0.006943571697876084
12	0	258607	system	0.006692220686188262
13	0	179383	nuvarande	0.006597964056805328
14	0	14800	års	0.006566545180344351
15	0	258640	systemet	0.006189518662812618
16	0	194378	parlamentariska	0.005953877089355284
17	0	212738	regering	0.005655397762975996
18	0	81085	frågor	0.005561141133593062
19	0	47424	demokratin	0.005404046751288174
20	0	194814	partiernas	0.005246952368983285
21	0	217146	riksdagens	0.005121276863139374
22	0	156039	majoritetsval	0.0049798919190649745
23	0	33616	bör	0.004948473042603997
24	0	71516	folkomröstningen	0.00490134472791253
25	0	187224	oppositionen	0.004744250345607641
26	0	287393	valsystemet	0.004555737086841775
27	0	47399	demokrati	0.004241548322231997
28	0	206350	proportionella	0.004194420007540531
29	0	212415	reform	0.004163001131079553
30	0	241650	socialdemokraterna	0.004163001131079553
31	0	286168	valen	0.004147291692849064
32	0	74580	författningen	0.004068744501696619
33	0	287392	valsystem	0.003974487872313686
34	0	74622	författningsfrågan	0.003958778434083197
35	0	74575	författning	0.003911650119391731
36	0	217140	riksdag	0.003880231242930753
37	0	88919	ger	0.003848812366469775
38	0	47459	demokratiska	0.003817393490008797
39	0	59296	erlander	0.0036445896694734196
40	0	157342	mandat	0.0035660424783209754
41	0	71513	folkomröstningar	0.0035032047253990197
42	0	257066	svenska	0.0034560764107075532
43	0	93562	grundlagen	0.0034560764107075532
44	0	194382	parlamentarismen	0.003424657534246575
45	0	225049	samlingsregering	0.0034089480960160863
46	0	87927	gemensamma	0.0033932386577855975
47	0	212751	regeringen	0.00322043483725022
48	0	241661	socialdemokratin	0.003173306522558753
49	0	77965	förslag	0.0031104687696367978
50	0	47425	demokratins	0.0030162121402538644
51	0	123429	kammare	0.0029847932637928867
52	0	156254	makten	0.002953374387331909
53	0	46171	debatten	0.0029219555108709314
54	0	241674	socialdemokratiska	0.0028905366344099534
55	0	248264	ställning	0.0028119894432575092
56	0	131714	kommunalval	0.002702023375644087
57	0	27619	beslutande	0.002686313937413598
58	0	194818	partiet	0.0026706044991831094
59	0	194381	parlamentarism	0.0026706044991831094
60	0	224169	sambandet	0.0026391856227221313
61	0	155957	majoriteten	0.0026234761844916425
62	0	147035	ledamöter	0.002592057308030665
63	0	71161	folkets	0.002560638431569687
64	0	74695	författningsutredningen	0.0025135101168782203
65	0	81090	frågorna	0.0024978006786477314
66	0	287194	valsättet	0.002466381802186754
67	0	225324	sammansättning	0.002466381802186754
68	0	249588	statsministern	0.002450672363956265
69	0	87914	gemensam	0.0024035440492647985
70	0	80983	frågan	0.0023721251728038204
71	0	252498	största	0.002262159105190398
72	0	72072	folkviljan	0.0022150307904989317
73	0	215037	representation	0.002136483599346487
74	0	33651	borde	0.0021207741611159983
75	0	248901	stark	0.0021050647228855095
76	0	47457	demokratisk	0.0020893552846550207
77	0	46138	debatt	0.002073645846424532
78	0	131715	kommunalvalen	0.002057936408194043
79	0	194380	parlamentariskt	0.002057936408194043
80	0	161475	medborgarna	0.002057936408194043
81	0	285902	valdagen	0.002057936408194043
82	0	137086	kravet	0.0020265175317330654
83	0	194376	parlamentarisk	0.0020108080935025766
84	0	213078	regeringsmakten	0.0019793892170415985
85	0	165943	minoritet	0.0019636797788111096
86	0	187302	oppositionspartierna	0.0019479703405806208
87	0	224165	samband	0.001932260902350132
88	0	191039	övergång	0.001932260902350132
89	0	217409	riksdagsval	0.001932260902350132
90	0	6671	allmänna	0.0019008420258891541
91	0	112337	inflytande	0.0019008420258891541
92	0	240199	småpartier	0.0018851325876586653
93	0	259990	tanken	0.0018537137111976877
94	0	137046	krav	0.0018380042729671986
95	0	225635	samregering	0.0018380042729671986
96	0	274233	tvåpartisystem	0.0018222948347367098
97	0	33884	borgerliga	0.001806585396506221
98	0	194383	parlamentarismens	0.0017908759582757321
99	0	257219	sverige	0.0017908759582757321
100	0	74696	författningsutredningens	0.0017908759582757321
101	0	215062	representativa	0.0017908759582757321
102	0	208483	rådgivande	0.001775166520045243
103	0	286513	väljare	0.0017594570818147543
104	0	167792	möjlighet	0.0017594570818147543
105	0	212446	reformen	0.0017280382053537766
106	0	143932	land	0.0017280382053537766
107	0	74667	författningsreform	0.0017123287671232876
108	0	198205	personval	0.0016966193288927988
109	0	248903	starka	0.0016966193288927988
